Date,Age,Account,MovementType,Amount,BalanceAfter,Remarks
2043-05-01,100000926,68,MA,Contribution,753.38,355998.64,"Monthly allocation"
2043-05-01,100000927,68,RA,Contribution,358.75,112969.84,"Monthly allocation"
2043-05-01,100000928,68,RA,Payout,930.00,112039.84,"Monthly payout from RA"
2043-05-01,100000929,68,Excess,Payout In,930.00,21390.00,"Monthly payout credited to excess"
2043-06-01,100000930,68,OA,Contribution,71.87,570929.02,"Monthly allocation"
2043-06-01,100000931,68,MA,Contribution,753.38,356752.02,"Monthly allocation"
2043-06-01,100000932,68,RA,Contribution,358.75,112398.59,"Monthly allocation"
2043-06-01,100000933,68,RA,Payout,930.00,111468.59,"Monthly payout from RA"
2043-06-01,100000934,68,Excess,Payout In,930.00,22320.00,"Monthly payout credited to excess"
2043-07-01,100000935,69,OA,Contribution,71.87,571000.89,"Monthly allocation"
2043-07-01,100000936,69,MA,Contribution,753.38,357505.40,"Monthly allocation"
2043-07-01,100000937,69,RA,Contribution,358.75,111827.34,"Monthly allocation"
2043-07-01,100000938,69,RA,Payout,930.00,110897.34,"Monthly payout from RA"
2043-07-01,100000939,69,Excess,Payout In,930.00,23250.00,"Monthly payout credited to excess"
2043-08-01,100000940,69,OA,Contribution,71.87,571072.76,"Monthly allocation"
2043-08-01,100000941,69,MA,Contribution,753.38,358258.78,"Monthly allocation"
2043-08-01,100000942,69,RA,Contribution,358.75,111256.10,"Monthly allocation"
2043-08-01,100000943,69,RA,Payout,930.00,110326.10,"Monthly payout from RA"
2043-08-01,100000944,69,Excess,Payout In,930.00,24180.00,"Monthly payout credited to excess"
2043-09-01,100000945,69,OA,Contribution,71.87,571144.63,"Monthly allocation"
2043-09-01,100000946,69,MA,Contribution,753.38,359012.16,"Monthly allocation"
2043-09-01,100000947,69,RA,Contribution,358.75,110684.85,"Monthly allocation"
2043-09-01,100000948,69,RA,Payout,930.00,109754.85,"Monthly payout from RA"
2043-09-01,100000949,69,Excess,Payout In,930.00,25110.00,"Monthly payout credited to excess"
2043-10-01,100000950,69,OA,Contribution,71.87,571216.50,"Monthly allocation"
2043-10-01,100000951,69,MA,Contribution,753.38,359765.54,"Monthly allocation"
2043-10-01,100000952,69,RA,Contribution,358.75,110113.60,"Monthly allocation"
2043-10-01,100000953,69,RA,Payout,930.00,109183.60,"Monthly payout from RA"
2043-10-01,100000954,69,Excess,Payout In,930.00,26040.00,"Monthly payout credited to excess"
2043-11-01,100000955,69,OA,Contribution,71.87,571288.36,"Monthly allocation"
2043-11-01,100000956,69,MA,Contribution,753.38,360518.92,"Monthly allocation"
2043-11-01,100000957,69,RA,Contribution,358.75,109542.35,"Monthly allocation"
2043-11-01,100000958,69,RA,Payout,930.00,108612.35,"Monthly payout from RA"
2043-11-01,100000959,69,Excess,Payout In,930.00,26970.00,"Monthly payout credited to excess"
2043-12-01,100000960,69,OA,Contribution,71.87,571360.23,"Monthly allocation"
2043-12-01,100000961,69,MA,Contribution,753.38,361272.30,"Monthly allocation"
2043-12-01,100000962,69,RA,Contribution,358.75,108971.10,"Monthly allocation"
2043-12-01,100000963,69,OA,Interest,22854.41,594214.64,"Annual base interest"
2043-12-01,100000964,69,MA,Interest,14450.89,375723.19,"Annual base interest"
2043-12-01,100000965,69,RA,Interest,4358.84,113329.95,"Annual base + extra interest"
2043-12-01,100000966,69,RA,Extra Interest,900.00,114229.95,"Annual base + extra interest"
2043-12-01,100000967,69,RA,Payout,930.00,113299.95,"Monthly payout from RA"
2043-12-01,100000968,69,Excess,Payout In,930.00,27900.00,"Monthly payout credited to excess"
2044-01-01,100000969,69,OA,Contribution,71.87,594286.51,"Monthly allocation"
2044-01-01,100000970,69,MA,Contribution,753.38,376476.57,"Monthly allocation"
2044-01-01,100000971,69,RA,Contribution,358.75,113658.70,"Monthly allocation"
2044-01-01,100000972,69,RA,Payout,930.00,112728.70,"Monthly payout from RA"
2044-01-01,100000973,69,Excess,Payout In,930.00,28830.00,"Monthly payout credited to excess"
2044-02-01,100000974,69,OA,Contribution,71.87,594358.38,"Monthly allocation"
2044-02-01,100000975,69,MA,Contribution,753.38,377229.95,"Monthly allocation"
2044-02-01,100000976,69,RA,Contribution,358.75,113087.45,"Monthly allocation"
2044-02-01,100000977,69,RA,Payout,930.00,112157.45,"Monthly payout from RA"
2044-02-01,100000978,69,Excess,Payout In,930.00,29760.00,"Monthly payout credited to excess"
2044-03-01,100000979,69,OA,Contribution,71.87,594430.25,"Monthly allocation"
2044-03-01,100000980,69,MA,Contribution,753.38,377983.33,"Monthly allocation"
2044-03-01,100000981,69,RA,Contribution,358.75,112516.20,"Monthly allocation"
2044-03-01,100000982,69,RA,Payout,930.00,111586.20,"Monthly payout from RA"
2044-03-01,100000983,69,Excess,Payout In,930.00,30690.00,"Monthly payout credited to excess"
2044-04-01,100000984,69,OA,Contribution,71.87,594502.12,"Monthly allocation"
2044-04-01,100000985,69,MA,Contribution,753.38,378736.71,"Monthly allocation"
2044-04-01,100000986,69,RA,Contribution,358.75,111944.96,"Monthly allocation"
2044-04-01,100000987,69,RA,Payout,930.00,111014.96,"Monthly payout from RA"
2044-04-01,100000988,69,Excess,Payout In,930.00,31620.00,"Monthly payout credited to excess"
2044-05-01,100000989,69,OA,Contribution,71.87,594573.99,"Monthly allocation"
2044-05-01,100000990,69,MA,Contribution,753.38,379490.09,"Monthly allocation"
2044-05-01,100000991,69,RA,Contribution,358.75,111373.71,"Monthly allocation"
2044-05-01,100000992,69,RA,Payout,930.00,110443.71,"Monthly payout from RA"
2044-05-01,100000993,69,Excess,Payout In,930.00,32550.00,"Monthly payout credited to excess"
2044-06-01,100000994,69,OA,Contribution,71.87,594645.85,"Monthly allocation"
2044-06-01,100000995,69,MA,Contribution,753.38,380243.46,"Monthly allocation"
2044-06-01,100000996,69,RA,Contribution,358.75,110802.46,"Monthly allocation"
2044-06-01,100000997,69,RA,Payout,930.00,109872.46,"Monthly payout from RA"
2044-06-01,100000998,69,Excess,Payout In,930.00,33480.00,"Monthly payout credited to excess"
2044-07-01,100000999,70,OA,Contribution,74.00,594719.85,"Monthly allocation"
2044-07-01,100001000,70,MA,Contribution,777.00,381020.46,"Monthly allocation"
2044-07-01,100001001,70,RA,Contribution,74.00,109946.46,"Monthly allocation"
2044-07-01,100001002,70,RA,Payout,930.00,109016.46,"Monthly payout from RA"
2044-07-01,100001003,70,Excess,Payout In,930.00,34410.00,"Monthly payout credited to excess"
2044-08-01,100001004,70,OA,Contribution,74.00,594793.85,"Monthly allocation"
2044-08-01,100001005,70,MA,Contribution,777.00,381797.46,"Monthly allocation"
2044-08-01,100001006,70,RA,Contribution,74.00,109090.46,"Monthly allocation"
2044-08-01,100001007,70,RA,Payout,930.00,108160.46,"Monthly payout from RA"
2044-08-01,100001008,70,Excess,Payout In,930.00,35340.00,"Monthly payout credited to excess"
2044-09-01,100001009,70,OA,Contribution,74.00,594867.85,"Monthly allocation"
2044-09-01,100001010,70,MA,Contribution,777.00,382574.46,"Monthly allocation"
2044-09-01,100001011,70,RA,Contribution,74.00,108234.46,"Monthly allocation"
2044-09-01,100001012,70,RA,Payout,930.00,107304.46,"Monthly payout from RA"
2044-09-01,100001013,70,Excess,Payout In,930.00,36270.00,"Monthly payout credited to excess"
2044-10-01,100001014,70,OA,Contribution,74.00,594941.85,"Monthly allocation"
2044-10-01,100001015,70,MA,Contribution,777.00,383351.46,"Monthly allocation"
2044-10-01,100001016,70,RA,Contribution,74.00,107378.46,"Monthly allocation"
2044-10-01,100001017,70,RA,Payout,930.00,106448.46,"Monthly payout from RA"
2044-10-01,100001018,70,Excess,Payout In,930.00,37200.00,"Monthly payout credited to excess"
2044-11-01,100001019,70,OA,Contribution,74.00,595015.85,"Monthly allocation"
2044-11-01,100001020,70,MA,Contribution,777.00,384128.46,"Monthly allocation"
2044-11-01,100001021,70,RA,Contribution,74.00,106522.46,"Monthly allocation"
2044-11-01,100001022,70,RA,Payout,930.00,105592.46,"Monthly payout from RA"
2044-11-01,100001023,70,Excess,Payout In,930.00,38130.00,"Monthly payout credited to excess"
2044-12-01,100001024,70,OA,Contribution,74.00,595089.85,"Monthly allocation"
2044-12-01,100001025,70,MA,Contribution,777.00,384905.46,"Monthly allocation"
2044-12-01,100001026,70,RA,Contribution,74.00,105666.46,"Monthly allocation"
2044-12-01,100001027,70,OA,Interest,23803.59,618893.45,"Annual base interest"
2044-12-01,100001028,70,MA,Interest,15396.22,400301.68,"Annual base interest"
2044-12-01,100001029,70,RA,Interest,4226.66,109893.12,"Annual base + extra interest"
2044-12-01,100001030,70,RA,Extra Interest,900.00,110793.12,"Annual base + extra interest"
2044-12-01,100001031,70,RA,Payout,930.00,109863.12,"Monthly payout from RA"
2044-12-01,100001032,70,Excess,Payout In,930.00,39060.00,"Monthly payout credited to excess"
2045-01-01,100001033,70,OA,Contribution,74.00,618967.45,"Monthly allocation"
2045-01-01,100001034,70,MA,Contribution,777.00,401078.68,"Monthly allocation"
2045-01-01,100001035,70,RA,Contribution,74.00,109937.12,"Monthly allocation"
2045-01-01,100001036,70,RA,Payout,930.00,109007.12,"Monthly payout from RA"
2045-01-01,100001037,70,Excess,Payout In,930.00,39990.00,"Monthly payout credited to excess"
2045-02-01,100001038,70,OA,Contribution,74.00,619041.45,"Monthly allocation"
2045-02-01,100001039,70,MA,Contribution,777.00,401855.68,"Monthly allocation"
2045-02-01,100001040,70,RA,Contribution,74.00,109081.12,"Monthly allocation"
2045-02-01,100001041,70,RA,Payout,930.00,108151.12,"Monthly payout from RA"
2045-02-01,100001042,70,Excess,Payout In,930.00,40920.00,"Monthly payout credited to excess"
2045-03-01,100001043,70,OA,Contribution,74.00,619115.45,"Monthly allocation"
2045-03-01,100001044,70,MA,Contribution,777.00,402632.68,"Monthly allocation"
2045-03-01,100001045,70,RA,Contribution,74.00,108225.12,"Monthly allocation"
2045-03-01,100001046,70,RA,Payout,930.00,107295.12,"Monthly payout from RA"
2045-03-01,100001047,70,Excess,Payout In,930.00,41850.00,"Monthly payout credited to excess"
2045-04-01,100001048,70,OA,Contribution,74.00,619189.45,"Monthly allocation"
2045-04-01,100001049,70,MA,Contribution,777.00,403409.68,"Monthly allocation"
2045-04-01,100001050,70,RA,Contribution,74.00,107369.12,"Monthly allocation"
2045-04-01,100001051,70,RA,Payout,930.00,106439.12,"Monthly payout from RA"
2045-04-01,100001052,70,Excess,Payout In,930.00,42780.00,"Monthly payout credited to excess"
2045-05-01,100001053,70,OA,Contribution,74.00,619263.45,"Monthly allocation"
2045-05-01,100001054,70,MA,Contribution,777.00,404186.68,"Monthly allocation"
2045-05-01,100001055,70,RA,Contribution,74.00,106513.12,"Monthly allocation"
2045-05-01,100001056,70,RA,Payout,930.00,105583.12,"Monthly payout from RA"
2045-05-01,100001057,70,Excess,Payout In,930.00,43710.00,"Monthly payout credited to excess"
2045-06-01,100001058,70,OA,Contribution,74.00,619337.45,"Monthly allocation"
2045-06-01,100001059,70,MA,Contribution,777.00,404963.68,"Monthly allocation"
2045-06-01,100001060,70,RA,Contribution,74.00,105657.12,"Monthly allocation"
2045-06-01,100001061,70,RA,Payout,930.00,104727.12,"Monthly payout from RA"
2045-06-01,100001062,70,Excess,Payout In,930.00,44640.00,"Monthly payout credited to excess"
2045-07-01,100001063,71,OA,Contribution,74.00,619411.45,"Monthly allocation"
2045-07-01,100001064,71,MA,Contribution,777.00,405740.68,"Monthly allocation"
2045-07-01,100001065,71,RA,Contribution,74.00,104801.12,"Monthly allocation"
2045-07-01,100001066,71,RA,Payout,930.00,103871.12,"Monthly payout from RA"
2045-07-01,100001067,71,Excess,Payout In,930.00,45570.00,"Monthly payout credited to excess"
2045-08-01,100001068,71,OA,Contribution,74.00,619485.45,"Monthly allocation"
2045-08-01,100001069,71,MA,Contribution,777.00,406517.68,"Monthly allocation"
2045-08-01,100001070,71,RA,Contribution,74.00,103945.12,"Monthly allocation"
2045-08-01,100001071,71,RA,Payout,930.00,103015.12,"Monthly payout from RA"
2045-08-01,100001072,71,Excess,Payout In,930.00,46500.00,"Monthly payout credited to excess"
2045-09-01,100001073,71,OA,Contribution,74.00,619559.45,"Monthly allocation"
2045-09-01,100001074,71,MA,Contribution,777.00,407294.68,"Monthly allocation"
2045-09-01,100001075,71,RA,Contribution,74.00,103089.12,"Monthly allocation"
2045-09-01,100001076,71,RA,Payout,930.00,102159.12,"Monthly payout from RA"
2045-09-01,100001077,71,Excess,Payout In,930.00,47430.00,"Monthly payout credited to excess"
2045-10-01,100001078,71,OA,Contribution,74.00,619633.45,"Monthly allocation"
2045-10-01,100001079,71,MA,Contribution,777.00,408071.68,"Monthly allocation"
2045-10-01,100001080,71,RA,Contribution,74.00,102233.12,"Monthly allocation"
2045-10-01,100001081,71,RA,Payout,930.00,101303.12,"Monthly payout from RA"
2045-10-01,100001082,71,Excess,Payout In,930.00,48360.00,"Monthly payout credited to excess"
2045-11-01,100001083,71,OA,Contribution,74.00,619707.45,"Monthly allocation"
2045-11-01,100001084,71,MA,Contribution,777.00,408848.68,"Monthly allocation"
2045-11-01,100001085,71,RA,Contribution,74.00,101377.12,"Monthly allocation"
2045-11-01,100001086,71,RA,Payout,930.00,100447.12,"Monthly payout from RA"
2045-11-01,100001087,71,Excess,Payout In,930.00,49290.00,"Monthly payout credited to excess"
2045-12-01,100001088,71,OA,Contribution,74.00,619781.45,"Monthly allocation"
2045-12-01,100001089,71,MA,Contribution,777.00,409625.68,"Monthly allocation"
2045-12-01,100001090,71,RA,Contribution,74.00,100521.12,"Monthly allocation"
2045-12-01,100001091,71,OA,Interest,24791.26,644572.71,"Annual base interest"
2045-12-01,100001092,71,MA,Interest,16385.03,426010.71,"Annual base interest"
2045-12-01,100001093,71,RA,Interest,4020.84,104541.96,"Annual base + extra interest"
2045-12-01,100001094,71,RA,Extra Interest,900.00,105441.96,"Annual base + extra interest"
2045-12-01,100001095,71,RA,Payout,930.00,104511.96,"Monthly payout from RA"
2045-12-01,100001096,71,Excess,Payout In,930.00,50220.00,"Monthly payout credited to excess"
2046-01-01,100001097,71,OA,Contribution,74.00,644646.71,"Monthly allocation"
2046-01-01,100001098,71,MA,Contribution,777.00,426787.71,"Monthly allocation"
2046-01-01,100001099,71,RA,Contribution,74.00,104585.96,"Monthly allocation"
2046-01-01,100001100,71,RA,Payout,930.00,103655.96,"Monthly payout from RA"
2046-01-01,100001101,71,Excess,Payout In,930.00,51150.00,"Monthly payout credited to excess"
2046-02-01,100001102,71,OA,Contribution,74.00,644720.71,"Monthly allocation"
2046-02-01,100001103,71,MA,Contribution,777.00,427564.71,"Monthly allocation"
2046-02-01,100001104,71,RA,Contribution,74.00,103729.96,"Monthly allocation"
2046-02-01,100001105,71,RA,Payout,930.00,102799.96,"Monthly payout from RA"
2046-02-01,100001106,71,Excess,Payout In,930.00,52080.00,"Monthly payout credited to excess"
2046-03-01,100001107,71,OA,Contribution,74.00,644794.71,"Monthly allocation"
2046-03-01,100001108,71,MA,Contribution,777.00,428341.71,"Monthly allocation"
2046-03-01,100001109,71,RA,Contribution,74.00,102873.96,"Monthly allocation"
2046-03-01,100001110,71,RA,Payout,930.00,101943.96,"Monthly payout from RA"
2046-03-01,100001111,71,Excess,Payout In,930.00,53010.00,"Monthly payout credited to excess"
2046-04-01,100001112,71,OA,Contribution,74.00,644868.71,"Monthly allocation"
2046-04-01,100001113,71,MA,Contribution,777.00,429118.71,"Monthly allocation"
2046-04-01,100001114,71,RA,Contribution,74.00,102017.96,"Monthly allocation"
2046-04-01,100001115,71,RA,Payout,930.00,101087.96,"Monthly payout from RA"
2046-04-01,100001116,71,Excess,Payout In,930.00,53940.00,"Monthly payout credited to excess"
2046-05-01,100001117,71,OA,Contribution,74.00,644942.71,"Monthly allocation"
2046-05-01,100001118,71,MA,Contribution,777.00,429895.71,"Monthly allocation"
2046-05-01,100001119,71,RA,Contribution,74.00,101161.96,"Monthly allocation"
2046-05-01,100001120,71,RA,Payout,930.00,100231.96,"Monthly payout from RA"
2046-05-01,100001121,71,Excess,Payout In,930.00,54870.00,"Monthly payout credited to excess"
2046-06-01,100001122,71,OA,Contribution,74.00,645016.71,"Monthly allocation"
2046-06-01,100001123,71,MA,Contribution,777.00,430672.71,"Monthly allocation"
2046-06-01,100001124,71,RA,Contribution,74.00,100305.96,"Monthly allocation"
2046-06-01,100001125,71,RA,Payout,930.00,99375.96,"Monthly payout from RA"
2046-06-01,100001126,71,Excess,Payout In,930.00,55800.00,"Monthly payout credited to excess"
2046-07-01,100001127,72,OA,Contribution,74.00,645090.71,"Monthly allocation"
2046-07-01,100001128,72,MA,Contribution,777.00,431449.71,"Monthly allocation"
2046-07-01,100001129,72,RA,Contribution,74.00,99449.96,"Monthly allocation"
2046-07-01,100001130,72,RA,Payout,930.00,98519.96,"Monthly payout from RA"
2046-07-01,100001131,72,Excess,Payout In,930.00,56730.00,"Monthly payout credited to excess"
2046-08-01,100001132,72,OA,Contribution,74.00,645164.71,"Monthly allocation"
2046-08-01,100001133,72,MA,Contribution,777.00,432226.71,"Monthly allocation"
2046-08-01,100001134,72,RA,Contribution,74.00,98593.96,"Monthly allocation"
2046-08-01,100001135,72,RA,Payout,930.00,97663.96,"Monthly payout from RA"
2046-08-01,100001136,72,Excess,Payout In,930.00,57660.00,"Monthly payout credited to excess"
2046-09-01,100001137,72,OA,Contribution,74.00,645238.71,"Monthly allocation"
2046-09-01,100001138,72,MA,Contribution,777.00,433003.71,"Monthly allocation"
2046-09-01,100001139,72,RA,Contribution,74.00,97737.96,"Monthly allocation"
2046-09-01,100001140,72,RA,Payout,930.00,96807.96,"Monthly payout from RA"
2046-09-01,100001141,72,Excess,Payout In,930.00,58590.00,"Monthly payout credited to excess"
2046-10-01,100001142,72,OA,Contribution,74.00,645312.71,"Monthly allocation"
2046-10-01,100001143,72,MA,Contribution,777.00,433780.71,"Monthly allocation"
2046-10-01,100001144,72,RA,Contribution,74.00,96881.96,"Monthly allocation"
2046-10-01,100001145,72,RA,Payout,930.00,95951.96,"Monthly payout from RA"
2046-10-01,100001146,72,Excess,Payout In,930.00,59520.00,"Monthly payout credited to excess"
2046-11-01,100001147,72,OA,Contribution,74.00,645386.71,"Monthly allocation"
2046-11-01,100001148,72,MA,Contribution,777.00,434557.71,"Monthly allocation"
